Date: 03/07/2015	 Scientist Search 1.7
Data Retrieval Mode: medline, reflects file type source of PubMed data in following analysis.
Publication Type Selection: journal article, Affiliation Restriction: USA, reflects search constraints of PubMed data in following analysis.
Keyword Mode Selection: none

Year: 1969	Pubs: 90	IDs: 90	CSV Author Pubs: 0	Medline Author Pubs: 90
		PM Max: 1	PM Num: 1	CSV Max: 0	CSV Num: 0	Medline Max: 1	Medline Num: 1
		CSV IDs: 0	Medline IDs: 90

Publication PubMed Count:<90>
CSV Publications with Authors:<0>
Medline Publications with Authors:<90>
Retracted Publications:<0>
Retractions Made:<0>
CSV Unique authors:<0>
Medline Unique authors:<216>
Medline Unique short authors:<216>
Medline Unique short first authors:<84>
CSV Duplicate authors:<0>
Medline Duplicate authors:<13>
Medline Duplicate short authors:<13>
CSV Duplicate author publications:<0>
Medline Duplicate author publications:<27>
CSV Authors per publication:<0>
CSV APP max:<0>
CSV APP min:<0>
CSV APP var:<0>
Medline Authors per publication:<2.55555555555556>
Medline APP max:<8>
Medline APP min:<1>
Medline APP var:<2.42469135802469>
Unique Journal Titles:<17>
Unique Short Journal Titles:<17>
Medline Publications per unique author:	0.416666666666667
Medline Duplicate publications per duplicate author:	2.07692307692308
Medline Duplicate authors / Unique authors	0.0601851851851852


*****JOURNAL PUB FREQUENCIES*****
30	febs letters
19	science (new york, ny)
12	tissue & cell
8	life sciences and space research
4	community mental health journal
3	asha
3	journal of religion and health
2	talanta
1	annual review of phytopathology
1	demography
1	bulletin of environmental contamination and toxicology
1	biopolymers
1	the journal of thoracic and cardiovascular surgery
1	population studies
1	tag theoretical and applied genetics theoretische und angewandte genetik
1	computers and biomedical research, an international journal
1	planta

*****KEYWORDS LIST*****

*****KEYWORDS FREQUENCIES*****
<>

*****CSV PUBMED AUTHOR FREQUENCIES*****

*****CSV PUBMED PUB FREQUENCIES*****
<>

*****MEDLINE PUBMED AUTHOR FREQUENCIES*****
3	connors, p g
2	gould, b s
2	wuerker, r b
2	beeman, w w
2	bock, r m
2	smith, d s
2	labanauskas, m
2	taylor, o l
2	chance, b
2	buckhold, b
2	young, j d
2	bade, m l
2	locke, m
1	ray, p m
1	bovee, k
1	rea, c f
1	molitor, k
1	sax, m
1	woodward, d o
1	heath, d h
1	brown, a h
1	stirewalt, w s
1	gurgo, c
1	green, d e
1	karno, m
1	flood, k m
1	moore, e j 2nd
1	priester, l e
1	nishimura, s
1	gudeman, j e
1	lasker, g w
1	dobelle, w h
1	fletcher, b
1	tice, l w
1	smith, r h
1	baur, e w
1	bernofsky, c
1	russell, f e
1	telfer, w h
1	lee, c -p
1	holtzapple, p g
1	ishikura, h
1	panagopoulos, p
1	tappel, a l
1	radda, g
1	o'brien, r w
1	diederich, a
1	willett, r
1	miller, k s
1	azzi, a
1	palay, s l
1	tai, h
1	albersheim, p
1	kendall, w a
1	feindt, w
1	edwards, b f
1	kang, b g
1	bach, f h
1	kettman, j
1	zasloff, m
1	mankovitz, r
1	kanai, a
1	schultz, s r
1	garfinkel, d
1	marble, c w
1	schein, a h
1	wool, i g
1	randerath, k
1	hyde, j s
1	hiltner, s
1	troud, r v
1	strohl, g w
1	diederich, d
1	labanauska, m
1	sabar, e f
1	apirion, d
1	lunt, m r
1	castles, j j
1	rajbhandary, u l
1	mandel, a d
1	murphy, e l
1	anderson, l m
1	leung, d y
1	edwards, d l
1	oster, i i
1	leeds, a a
1	gelehrter, t d
1	breland, o p
1	tedeschi, h
1	greenes, r a
1	meyers, c e
1	walker, w h
1	slater, j v
1	crump-wiesner, h j
1	hsu, c h
1	maxwell, w a
1	dobson, w j
1	scherl, d j
1	marks, w b
1	miller, m j
1	reynolds, o e
1	french, d
1	gruenwedel, d w
1	williams, r
1	michaeli, d
1	bach, m l
1	schuster, c r
1	granner, d
1	panter, r a
1	browning, l s
1	tomkins, g m
1	christensen, h n
1	whiting, a r
1	keil, j e
1	gutman, m
1	luque, j
1	english, p d
1	balter, m b
1	vainio, h
1	ames, a 3rd
1	ozawa, e
1	larsen, m
1	potter, r g
1	grosch, d s
1	kurzak, d
1	smith, e e
1	mellinger, g d
1	mela, l
1	mcconathy, w j
1	pletcher, j
1	calloway, d h
1	nicholls, p
1	grisolia, s
1	burford, h j
1	jones, t m
1	milhorat, t h
1	blatt, b a
1	macnichol, e f jr
1	joo, p
1	webster, h d
1	segal, h l
1	kanai, k
1	browning, h l
1	ross, r n
1	benjamini, e
1	watts, c a
1	alaupovic, p
1	martin, g r
1	chichester, c o
1	goldberg, s r
1	fisher, r r
1	randerath, e
1	pappalardo, a n
1	wells, h j
1	barnett, g o
